time,value
2015-08-13 19:00:00,1.90625
2015-08-13 19:15:00,1.875
2015-08-13 19:30:00,1.75
2015-08-13 19:45:00,1.21875
2015-08-13 20:00:00,0.84375
2015-08-13 20:15:00,0.84375
2015-08-13 20:30:00,0.78125
2015-08-13 20:45:00,1.21875
2015-08-13 21:00:00,2.0
2015-08-13 21:15:00,2.21875
2015-08-13 21:30:00,1.3125
2015-08-13 21:45:00,0.875
2015-08-13 22:00:00,0.8125
2015-08-13 22:15:00,0.875
2015-08-13 22:30:00,1.25
2015-08-13 22:45:00,2.1875
2015-08-13 23:00:00,3.78125
2015-08-13 23:15:00,3.59375
2015-08-13 23:30:00,3.21875
2015-08-13 23:45:00,5.84375
2015-08-14 00:00:00,6.0
2015-08-14 00:15:00,4.0625
2015-08-14 00:30:00,1.75
2015-08-14 00:45:00,0.75
2015-08-14 01:00:00,0.875
2015-08-14 01:15:00,0.75
2015-08-14 01:30:00,0.8125
2015-08-14 01:45:00,0.6875
2015-08-14 02:00:00,0.875
2015-08-14 02:15:00,0.6875
2015-08-14 02:30:00,0.8125
2015-08-14 02:45:00,0.6875
2015-08-14 03:00:00,0.8125
2015-08-14 03:15:00,0.65625
2015-08-14 03:30:00,0.8125
2015-08-14 03:45:00,0.71875
2015-08-14 04:00:00,0.71875
2015-08-14 04:15:00,0.78125
2015-08-14 04:30:00,0.6875
2015-08-14 04:45:00,0.78125
2015-08-14 05:00:00,0.65625
2015-08-14 05:15:00,0.8125
2015-08-14 05:30:00,0.75
2015-08-14 05:45:00,0.75
2015-08-14 06:00:00,0.71875
2015-08-14 06:15:00,0.78125
2015-08-14 06:30:00,0.8125
2015-08-14 06:45:00,2.6875
2015-08-14 07:00:00,2.75
2015-08-14 07:15:00,3.71875
2015-08-14 07:30:00,1.65625
2015-08-14 07:45:00,0.75
2015-08-14 08:00:00,0.71875
2015-08-14 08:15:00,0.78125
2015-08-14 08:30:00,0.8125
2015-08-14 08:45:00,0.875
2015-08-14 09:00:00,5.375
2015-08-14 09:15:00,6.9375
2015-08-14 09:30:00,7.0625
2015-08-14 09:45:00,7.59375
2015-08-14 10:00:00,9.625
2015-08-14 10:15:00,9.40625
2015-08-14 10:30:00,9.59375
2015-08-14 10:45:00,10.40625
2015-08-14 11:00:00,13.875
2015-08-14 11:15:00,13.96875
2015-08-14 11:30:00,14.21875
2015-08-14 11:45:00,13.75
2015-08-14 12:00:00,13.6875
2015-08-14 12:15:00,13.21875
2015-08-14 12:30:00,13.65625
2015-08-14 12:45:00,13.25
2015-08-14 13:00:00,13.34375
2015-08-14 13:15:00,11.40625
2015-08-14 13:30:00,11.78125
2015-08-14 13:45:00,11.03125
2015-08-14 14:00:00,11.3125
2015-08-14 14:15:00,11.65625
2015-08-14 14:30:00,12.59375
2015-08-14 14:45:00,12.6875
2015-08-14 15:00:00,12.8125
2015-08-14 15:15:00,12.1875
2015-08-14 15:30:00,12.1875
2015-08-14 15:45:00,14.625
2015-08-14 16:00:00,15.125
2015-08-14 16:15:00,15.375
2015-08-14 16:30:00,16.9375
2015-08-14 16:45:00,16.53125
2015-08-14 17:00:00,17.03125
2015-08-14 17:15:00,17.21875
2015-08-14 17:30:00,15.09375
2015-08-14 17:45:00,15.21875
2015-08-14 18:00:00,11.15625
2015-08-14 18:15:00,8.25
2015-08-14 18:30:00,4.5625
2015-08-14 18:45:00,2.9375
2015-08-14 19:00:00,1.96875
2015-08-14 19:15:00,1.90625
2015-08-14 19:30:00,1.78125
2015-08-14 19:45:00,1.15625
2015-08-14 20:00:00,0.9375
2015-08-14 20:15:00,1.03125
2015-08-14 20:30:00,0.90625
2015-08-14 20:45:00,1.0625
2015-08-14 21:00:00,0.875
2015-08-14 21:15:00,1.96875
2015-08-14 21:30:00,2.09375
2015-08-14 21:45:00,0.8125
2015-08-14 22:00:00,0.8125
2015-08-14 22:15:00,0.9375
2015-08-14 22:30:00,2.09375
2015-08-14 22:45:00,2.15625
2015-08-14 23:00:00,3.375
2015-08-14 23:15:00,4.09375
2015-08-14 23:30:00,4.0
2015-08-14 23:45:00,4.15625
2015-08-15 00:00:00,2.5
2015-08-15 00:15:00,2.09375
2015-08-15 00:30:00,2.0
2015-08-15 00:45:00,1.28125
2015-08-15 01:00:00,0.75
2015-08-15 01:15:00,0.8125
2015-08-15 01:30:00,0.8125
2015-08-15 01:45:00,0.75
2015-08-15 02:00:00,0.75
2015-08-15 02:15:00,0.78125
2015-08-15 02:30:00,0.8125
2015-08-15 02:45:00,0.71875
2015-08-15 03:00:00,0.78125
2015-08-15 03:15:00,0.8125
2015-08-15 03:30:00,0.78125
2015-08-15 03:45:00,0.75
2015-08-15 04:00:00,0.8125
2015-08-15 04:15:00,0.75
2015-08-15 04:30:00,0.8125
2015-08-15 04:45:00,0.6875
2015-08-15 05:00:00,0.8125
2015-08-15 05:15:00,0.75
2015-08-15 05:30:00,0.875
2015-08-15 05:45:00,0.6875
2015-08-15 06:00:00,0.8125
2015-08-15 06:15:00,0.75
2015-08-15 06:30:00,0.8125
2015-08-15 06:45:00,0.6875
2015-08-15 07:00:00,0.84375
2015-08-15 07:15:00,0.71875
2015-08-15 07:30:00,0.8125
2015-08-15 07:45:00,0.75
2015-08-15 08:00:00,0.84375
2015-08-15 08:15:00,0.71875
2015-08-15 08:30:00,0.875
2015-08-15 08:45:00,0.6875
2015-08-15 09:00:00,0.84375
2015-08-15 09:15:00,0.78125
2015-08-15 09:30:00,0.8125
2015-08-15 09:45:00,0.75
2015-08-15 10:00:00,0.8125
2015-08-15 10:15:00,0.75
2015-08-15 10:30:00,0.90625
2015-08-15 10:45:00,1.59375
2015-08-15 11:00:00,2.3125
2015-08-15 11:15:00,2.03125
2015-08-15 11:30:00,2.28125
2015-08-15 11:45:00,5.875
2015-08-15 12:00:00,2.25
2015-08-15 12:15:00,2.125
2015-08-15 12:30:00,2.25
2015-08-15 12:45:00,2.4375
2015-08-15 13:00:00,3.46875
2015-08-15 13:15:00,3.59375
2015-08-15 13:30:00,3.5625
2015-08-15 13:45:00,3.625
2015-08-15 14:00:00,3.59375
2015-08-15 14:15:00,3.71875
2015-08-15 14:30:00,3.625
2015-08-15 14:45:00,3.75
2015-08-15 15:00:00,3.625
2015-08-15 15:15:00,3.71875
2015-08-15 15:30:00,3.65625
2015-08-15 15:45:00,3.6875
2015-08-15 16:00:00,2.84375
2015-08-15 16:15:00,2.21875
2015-08-15 16:30:00,2.1875
2015-08-15 16:45:00,2.625
2015-08-15 17:00:00,2.625
2015-08-15 17:15:00,2.125
2015-08-15 17:30:00,2.96875
2015-08-15 17:45:00,5.15625
2015-08-15 18:00:00,5.03125
2015-08-15 18:15:00,2.25
2015-08-15 18:30:00,0.78125
2015-08-15 18:45:00,0.875
2015-08-15 19:00:00,0.75
2015-08-15 19:15:00,0.875
2015-08-15 19:30:00,0.75
2015-08-15 19:45:00,0.875
2015-08-15 20:00:00,0.71875
2015-08-15 20:15:00,0.90625
2015-08-15 20:30:00,0.75
2015-08-15 20:45:00,0.90625
2015-08-15 21:00:00,0.71875
2015-08-15 21:15:00,0.9375
2015-08-15 21:30:00,0.75
2015-08-15 21:45:00,0.8125
2015-08-15 22:00:00,0.8125
2015-08-15 22:15:00,0.84375
2015-08-15 22:30:00,0.8125
2015-08-15 22:45:00,0.8125
2015-08-15 23:00:00,0.84375
2015-08-15 23:15:00,0.8125
2015-08-15 23:30:00,0.8125
2015-08-15 23:45:00,0.8125
2015-08-16 00:00:00,0.8125
2015-08-16 00:15:00,0.8125
2015-08-16 00:30:00,0.78125
2015-08-16 00:45:00,0.84375
2015-08-16 01:00:00,0.75
2015-08-16 01:15:00,0.75
2015-08-16 01:30:00,0.8125
2015-08-16 01:45:00,0.78125
2015-08-16 02:00:00,0.78125
2015-08-16 02:15:00,0.75
2015-08-16 02:30:00,0.8125
2015-08-16 02:45:00,0.78125
2015-08-16 03:00:00,0.78125
2015-08-16 03:15:00,0.8125
2015-08-16 03:30:00,0.71875
2015-08-16 03:45:00,0.8125
2015-08-16 04:00:00,0.78125
2015-08-16 04:15:00,0.8125
2015-08-16 04:30:00,0.71875
2015-08-16 04:45:00,0.8125
2015-08-16 05:00:00,0.71875
2015-08-16 05:15:00,0.8125
2015-08-16 05:30:00,0.71875
2015-08-16 05:45:00,0.84375
2015-08-16 06:00:00,0.6875
2015-08-16 06:15:00,0.875
2015-08-16 06:30:00,0.6875
2015-08-16 06:45:00,0.8125
2015-08-16 07:00:00,0.6875
2015-08-16 07:15:00,0.875
2015-08-16 07:30:00,0.6875
2015-08-16 07:45:00,0.875
2015-08-16 08:00:00,0.6875
2015-08-16 08:15:00,0.78125
2015-08-16 08:30:00,0.78125
2015-08-16 08:45:00,0.75
2015-08-16 09:00:00,0.78125
2015-08-16 09:15:00,0.8125
2015-08-16 09:30:00,0.71875
2015-08-16 09:45:00,0.875
2015-08-16 10:00:00,0.71875
2015-08-16 10:15:00,0.78125
2015-08-16 10:30:00,0.75
2015-08-16 10:45:00,0.8125
2015-08-16 11:00:00,0.71875
2015-08-16 11:15:00,0.875
2015-08-16 11:30:00,0.78125
2015-08-16 11:45:00,0.8125
2015-08-16 12:00:00,0.75
2015-08-16 12:15:00,0.875
2015-08-16 12:30:00,0.71875
2015-08-16 12:45:00,0.875
2015-08-16 13:00:00,0.78125
2015-08-16 13:15:00,0.90625
2015-08-16 13:30:00,0.71875
2015-08-16 13:45:00,0.875
2015-08-16 14:00:00,0.71875
2015-08-16 14:15:00,0.90625
2015-08-16 14:30:00,0.78125
2015-08-16 14:45:00,0.90625
2015-08-16 15:00:00,0.78125
2015-08-16 15:15:00,0.84375
2015-08-16 15:30:00,0.8125
2015-08-16 15:45:00,0.90625
2015-08-16 16:00:00,0.78125
2015-08-16 16:15:00,0.90625
2015-08-16 16:30:00,0.78125
2015-08-16 16:45:00,0.90625
2015-08-16 17:00:00,0.71875
2015-08-16 17:15:00,0.9375
2015-08-16 17:30:00,0.75
2015-08-16 17:45:00,0.9375
2015-08-16 18:00:00,0.6875
2015-08-16 18:15:00,0.9375
2015-08-16 18:30:00,0.75
2015-08-16 18:45:00,0.875
2015-08-16 19:00:00,0.71875
2015-08-16 19:15:00,0.90625
2015-08-16 19:30:00,0.75
2015-08-16 19:45:00,0.875
2015-08-16 20:00:00,0.75
2015-08-16 20:15:00,0.875
2015-08-16 20:30:00,0.71875
2015-08-16 20:45:00,0.90625
2015-08-16 21:00:00,0.6875
2015-08-16 21:15:00,0.90625
2015-08-16 21:30:00,0.71875
2015-08-16 21:45:00,0.875
2015-08-16 22:00:00,0.71875
2015-08-16 22:15:00,0.875
2015-08-16 22:30:00,0.78125
2015-08-16 22:45:00,0.8125
2015-08-16 23:00:00,0.6875
2015-08-16 23:15:00,0.9375
2015-08-16 23:30:00,0.71875
2015-08-16 23:45:00,0.875
2015-08-17 00:00:00,0.71875
2015-08-17 00:15:00,0.875
2015-08-17 00:30:00,0.6875
2015-08-17 00:45:00,0.8125
2015-08-17 01:00:00,0.75
2015-08-17 01:15:00,0.875
2015-08-17 01:30:00,0.65625
2015-08-17 01:45:00,0.84375
2015-08-17 02:00:00,0.75
2015-08-17 02:15:00,0.8125
2015-08-17 02:30:00,0.6875
2015-08-17 02:45:00,0.875
2015-08-17 03:00:00,0.6875
2015-08-17 03:15:00,0.875
2015-08-17 03:30:00,0.65625
2015-08-17 03:45:00,0.84375
2015-08-17 04:00:00,0.6875
2015-08-17 04:15:00,0.875
2015-08-17 04:30:00,0.6875
2015-08-17 04:45:00,0.8125
2015-08-17 05:00:00,0.6875
2015-08-17 05:15:00,0.8125
2015-08-17 05:30:00,0.75
2015-08-17 05:45:00,0.8125
2015-08-17 06:00:00,0.65625
2015-08-17 06:15:00,0.84375
2015-08-17 06:30:00,0.6875
2015-08-17 06:45:00,0.8125
2015-08-17 07:00:00,0.6875
2015-08-17 07:15:00,0.875
2015-08-17 07:30:00,0.65625
2015-08-17 07:45:00,0.8125
2015-08-17 08:00:00,0.65625
2015-08-17 08:15:00,0.875
2015-08-17 08:30:00,0.6875
2015-08-17 08:45:00,0.8125
2015-08-17 09:00:00,0.71875
2015-08-17 09:15:00,1.6875
2015-08-17 09:30:00,2.90625
2015-08-17 09:45:00,3.125
2015-08-17 10:00:00,3.125
2015-08-17 10:15:00,3.125
2015-08-17 10:30:00,3.28125
2015-08-17 10:45:00,3.28125
2015-08-17 11:00:00,2.90625
2015-08-17 11:15:00,2.46875
2015-08-17 11:30:00,3.75
2015-08-17 11:45:00,7.40625
2015-08-17 12:00:00,7.90625
2015-08-17 12:15:00,7.9375
2015-08-17 12:30:00,5.5625
2015-08-17 12:45:00,2.5
2015-08-17 13:00:00,2.46875
2015-08-17 13:15:00,2.65625
2015-08-17 13:30:00,3.0625
2015-08-17 13:45:00,2.46875
2015-08-17 14:00:00,2.5625
2015-08-17 14:15:00,3.21875
2015-08-17 14:30:00,2.75
2015-08-17 14:45:00,2.375
2015-08-17 15:00:00,2.96875
2015-08-17 15:15:00,2.84375
2015-08-17 15:30:00,2.53125
2015-08-17 15:45:00,2.96875
2015-08-17 16:00:00,3.375
2015-08-17 16:15:00,3.4375
2015-08-17 16:30:00,2.6875
2015-08-17 16:45:00,3.4375
2015-08-17 17:00:00,2.78125
2015-08-17 17:15:00,3.15625
2015-08-17 17:30:00,7.0625
2015-08-17 17:45:00,6.625
2015-08-17 18:00:00,6.65625
2015-08-17 18:15:00,4.5625
2015-08-17 18:30:00,2.28125
2015-08-17 18:45:00,2.125
2015-08-17 19:00:00,2.25
2015-08-17 19:15:00,1.9375
2015-08-17 19:30:00,2.09375
2015-08-17 19:45:00,1.90625
2015-08-17 20:00:00,2.09375
2015-08-17 20:15:00,1.96875
2015-08-17 20:30:00,2.03125
2015-08-17 20:45:00,1.9375
2015-08-17 21:00:00,2.0
2015-08-17 21:15:00,2.0
2015-08-17 21:30:00,2.78125
2015-08-17 21:45:00,1.875
2015-08-17 22:00:00,1.8125
2015-08-17 22:15:00,1.96875
2015-08-17 22:30:00,1.75
2015-08-17 22:45:00,1.9375
2015-08-17 23:00:00,1.75
2015-08-17 23:15:00,1.84375
2015-08-17 23:30:00,1.6875
2015-08-17 23:45:00,1.75
